gameid,tourneyid,tie,winnerid,winnername,winnerscore,winneroldrating,winnernewrating,winnerpos,loserid,losername,loserscore,loseroldrating,losernewrating,loserpos,round,division,date,lexicon
4040,14,False,731,Lisa Odom,0,2006,2000,7,1851,Sal Dijamco,0,1809,1847,13,3,1,1999-01-16,False
4041,14,False,731,Lisa Odom,0,2006,2000,7,582,Rita Provost,0,1890,1794,39,5,1,1999-01-16,False
4042,14,False,731,Lisa Odom,0,2006,2000,7,586,Robert Linn,0,1805,1845,10,6,1,1999-01-16,False
4043,14,False,731,Lisa Odom,0,2006,2000,7,733,Steve Pellinen,0,1863,1836,25,7,1,1999-01-16,False
4044,14,False,731,Lisa Odom,0,2006,2000,7,669,Carol Kaplan,0,1903,1865,22,9,1,1999-01-16,False
4045,14,False,731,Lisa Odom,0,2006,2000,7,1587,Roy Kamen,0,1779,1800,20,11,1,1999-01-16,False
4046,14,False,731,Lisa Odom,448,2006,2000,7,33,Joey Mallick,312,1881,1958,2,13,1,1999-01-16,False
4047,14,False,731,Lisa Odom,0,2006,2000,7,662,Jim Geary,0,2008,2019,3,14,1,1999-01-16,False
4048,14,False,731,Lisa Odom,0,2006,2000,7,578,Joe Edley,0,1975,1981,4,16,1,1999-01-16,False
4049,14,False,731,Lisa Odom,482,2006,2000,7,33,Joey Mallick,262,1881,1958,2,17,1,1999-01-16,False
4050,14,False,733,Steve Pellinen,0,1863,1836,25,667,Michael Baker,0,1812,1824,19,1,1,1999-01-16,False
4051,14,False,733,Steve Pellinen,0,1863,1836,25,4076,Robert Felt,0,1924,1917,9,2,1,1999-01-16,False
4052,14,False,733,Steve Pellinen,0,1863,1836,25,1059,Karen Merrill,0,1733,1710,34,3,1,1999-01-16,False
4053,14,False,733,Steve Pellinen,0,1863,1836,25,44,Paul Avrin,0,1769,1735,36,10,1,1999-01-16,False
4054,14,False,733,Steve Pellinen,0,1863,1836,25,1029,Denver Steele,0,1745,1656,42,12,1,1999-01-16,False
4055,14,False,733,Steve Pellinen,0,1863,1836,25,676,Siri Tillekeratne,0,1675,1699,30,14,1,1999-01-16,False
4056,14,False,733,Steve Pellinen,0,1863,1836,25,675,Ruth Hamilton,0,1783,1721,35,16,1,1999-01-16,False
4057,14,False,733,Steve Pellinen,0,1863,1836,25,2792,Don Malcolm,0,1637,1686,23,17,1,1999-01-16,False
4058,14,False,733,Steve Pellinen,0,1863,1836,25,666,Chris Lennon,0,1990,1915,26,18,1,1999-01-16,False
4059,14,False,737,Carlynn Mayer,0,1626,1631,4,700,Al Demers,0,1353,1467,16,2,2,1999-01-16,False
4060,14,False,737,Carlynn Mayer,0,1626,1631,4,1036,Betty Cornelison,0,1541,1578,9,4,2,1999-01-16,False
4061,14,False,737,Carlynn Mayer,0,1626,1631,4,1814,Ray Smith,0,1620,1563,23,5,2,1999-01-16,False
4062,14,False,737,Carlynn Mayer,0,1626,1631,4,699,Jesse Wornum,0,1431,1412,30,6,2,1999-01-16,False
4063,14,False,737,Carlynn Mayer,0,1626,1631,4,367,Susie Page,0,1395,1431,24,8,2,1999-01-16,False
4064,14,False,737,Carlynn Mayer,0,1626,1631,4,1028,Carlene Wallis,0,1595,1653,2,9,2,1999-01-16,False
4065,14,False,737,Carlynn Mayer,0,1626,1631,4,755,Polly Moyer,0,1559,1503,33,10,2,1999-01-16,False
4066,14,False,737,Carlynn Mayer,0,1626,1631,4,1460,Jim W Fischer,0,1622,1601,18,12,2,1999-01-16,False
4067,14,False,737,Carlynn Mayer,0,1626,1631,4,3987,Noah Kanter,0,1528,1560,12,14,2,1999-01-16,False
4068,14,False,737,Carlynn Mayer,0,1626,1631,4,5967,Herbert Levine,0,1491,1498,34,15,2,1999-01-16,False
4069,14,False,737,Carlynn Mayer,0,1626,1631,4,2094,Richard Joseph,0,1403,1496,13,17,2,1999-01-16,False
4070,14,False,737,Carlynn Mayer,0,1626,1631,4,3987,Noah Kanter,0,1528,1560,12,19,2,1999-01-16,False
4071,14,False,747,Joan Mocine,0,1599,1557,22,1041,Elizabeth Wood,0,1324,1307,41,1,2,1999-01-16,False
4072,14,False,747,Joan Mocine,0,1599,1557,22,755,Polly Moyer,0,1559,1503,33,2,2,1999-01-16,False
4073,14,False,747,Joan Mocine,0,1599,1557,22,1036,Betty Cornelison,0,1541,1578,9,8,2,1999-01-16,False
4074,14,False,747,Joan Mocine,0,1599,1557,22,1031,Alan Meyer,0,1493,1410,37,10,2,1999-01-16,False
4075,14,False,747,Joan Mocine,0,1599,1557,22,367,Susie Page,0,1395,1431,24,11,2,1999-01-16,False
4076,14,False,747,Joan Mocine,0,1599,1557,22,3600,Marian Koonce,0,1429,1472,27,13,2,1999-01-16,False
4077,14,False,747,Joan Mocine,0,1599,1557,22,4366,Judith Shipman,0,1280,1326,35,14,2,1999-01-16,False
4078,14,False,747,Joan Mocine,0,1599,1557,22,1591,Jason Sommer,0,1715,1660,15,15,2,1999-01-16,False
4079,14,False,747,Joan Mocine,0,1599,1557,22,755,Polly Moyer,0,1559,1503,33,18,2,1999-01-16,False
4080,14,False,755,Polly Moyer,0,1559,1503,33,5967,Herbert Levine,0,1491,1498,34,1,2,1999-01-16,False
4081,14,False,755,Polly Moyer,0,1559,1503,33,904,Tim Anglin,0,1726,1665,11,4,2,1999-01-16,False
4082,14,False,755,Polly Moyer,0,1559,1503,33,1603,Tim Wise,0,1224,1186,44,5,2,1999-01-16,False
4083,14,False,755,Polly Moyer,0,1559,1503,33,4363,Gordon Alper,0,1455,1444,28,7,2,1999-01-16,False
4084,14,False,755,Polly Moyer,0,1559,1503,33,1456,Shirley Ritz,0,1497,1446,32,12,2,1999-01-16,False
4085,14,False,755,Polly Moyer,0,1559,1503,33,3532,Brian Wagner,0,1546,1483,36,15,2,1999-01-16,False
4086,14,False,755,Polly Moyer,0,1559,1503,33,1038,Irene Averell,0,1196,1232,43,16,2,1999-01-16,False
4087,14,False,755,Polly Moyer,0,1559,1503,33,367,Susie Page,0,1395,1431,24,17,2,1999-01-16,False
4088,14,False,763,Ron Barker,0,1063,1042,8,2739,Charlotte Bremond,0,711,724,19,2,4,1999-01-16,False
4089,14,False,763,Ron Barker,0,1063,1042,8,7,Bennett Jacobstein,0,1050,963,15,3,4,1999-01-16,False
4090,14,False,763,Ron Barker,0,1063,1042,8,1070,Jim Barker,0,987,952,21,7,4,1999-01-16,False
4091,14,False,763,Ron Barker,0,1063,1042,8,5851,Sandy Yerkes,0,715,733,17,8,4,1999-01-16,False
4092,14,False,763,Ron Barker,0,1063,1042,8,5721,Jerry Fuller,0,956,979,6,9,4,1999-01-16,False
4093,14,False,763,Ron Barker,0,1063,1042,8,3299,Laurie Lu Longway,0,961,955,12,12,4,1999-01-16,False
4094,14,False,763,Ron Barker,0,1063,1042,8,5940,Sunday Butler,0,859,807,18,13,4,1999-01-16,False
4095,14,False,763,Ron Barker,0,1063,1042,8,3022,Arlene Lane,0,1018,1000,10,14,4,1999-01-16,False
4096,14,False,763,Ron Barker,0,1063,1042,8,11,Paula Catanese,0,938,933,14,16,4,1999-01-16,False
4097,14,False,763,Ron Barker,0,1063,1042,8,3299,Laurie Lu Longway,0,961,955,12,18,4,1999-01-16,False
4098,14,False,763,Ron Barker,0,1063,1042,8,19096,Grace Harris,0,904,920,13,19,4,1999-01-16,False
4099,14,False,865,Justine Zollinger,0,1205,1143,23,1046,B A Toole,0,945,954,26,3,3,1999-01-16,False
4100,14,False,865,Justine Zollinger,0,1205,1143,23,12,Pat Diener,0,1269,1229,8,4,3,1999-01-16,False
4101,14,False,865,Justine Zollinger,0,1205,1143,23,4372,Letty Dolphin,0,654,645,28,7,3,1999-01-16,False
4102,14,False,865,Justine Zollinger,0,1205,1143,23,4367,George McCready,0,1238,1190,13,8,3,1999-01-16,False
4103,14,False,865,Justine Zollinger,0,1205,1143,23,2886,David Filippi,0,1235,1319,1,10,3,1999-01-16,False
4104,14,False,865,Justine Zollinger,0,1205,1143,23,22050,Jane Fischer,0,1222,1156,21,15,3,1999-01-16,False
4105,14,False,865,Justine Zollinger,0,1205,1143,23,28,Cynthia Ho,0,1102,1073,25,17,3,1999-01-16,False
4106,14,False,865,Justine Zollinger,0,1205,1143,23,1271,Judith Whitcomb,0,1014,1009,27,19,3,1999-01-16,False
4107,14,False,904,Tim Anglin,0,1726,1665,11,1603,Tim Wise,0,1224,1186,44,1,2,1999-01-16,False
4108,14,False,904,Tim Anglin,0,1726,1665,11,1041,Elizabeth Wood,0,1324,1307,41,2,2,1999-01-16,False
4109,14,False,904,Tim Anglin,0,1726,1665,11,747,Joan Mocine,0,1599,1557,22,5,2,1999-01-16,False
4110,14,False,904,Tim Anglin,0,1726,1665,11,2094,Richard Joseph,0,1403,1496,13,6,2,1999-01-16,False
4111,14,False,904,Tim Anglin,0,1726,1665,11,3987,Noah Kanter,0,1528,1560,12,8,2,1999-01-16,False
4112,14,False,904,Tim Anglin,0,1726,1665,11,737,Carlynn Mayer,0,1626,1631,4,11,2,1999-01-16,False
4113,14,False,904,Tim Anglin,0,1726,1665,11,1038,Irene Averell,0,1196,1232,43,12,2,1999-01-16,False
4114,14,False,904,Tim Anglin,0,1726,1665,11,367,Susie Page,0,1395,1431,24,16,2,1999-01-16,False
4115,14,False,904,Tim Anglin,0,1726,1665,11,747,Joan Mocine,0,1599,1557,22,17,2,1999-01-16,False
4116,14,False,904,Tim Anglin,0,1726,1665,11,2346,Mitch Bayersdorfer,0,1554,1520,21,18,2,1999-01-16,False
4117,14,False,904,Tim Anglin,0,1726,1665,11,1460,Jim W Fischer,0,1622,1601,18,19,2,1999-01-16,False
4118,14,False,1028,Carlene Wallis,0,1595,1653,2,16422,T C Houlgate-West,0,1403,1482,14,1,2,1999-01-16,False
4119,14,False,1028,Carlene Wallis,0,1595,1653,2,1456,Shirley Ritz,0,1497,1446,32,2,2,1999-01-16,False
4120,14,False,1028,Carlene Wallis,0,1595,1653,2,4366,Judith Shipman,0,1280,1326,35,3,2,1999-01-16,False
4121,14,False,1028,Carlene Wallis,0,1595,1653,2,1066,Gigi Miller,0,1491,1548,7,4,2,1999-01-16,False
4122,14,False,1028,Carlene Wallis,0,1595,1653,2,1447,Jeff Potts,0,1703,1723,1,5,2,1999-01-16,False
4123,14,False,1028,Carlene Wallis,0,1595,1653,2,904,Tim Anglin,0,1726,1665,11,7,2,1999-01-16,False
4124,14,False,1028,Carlene Wallis,0,1595,1653,2,4363,Gordon Alper,0,1455,1444,28,8,2,1999-01-16,False
4125,14,False,1028,Carlene Wallis,0,1595,1653,2,4093,Michael Stevens,0,1642,1648,5,10,2,1999-01-16,False
4126,14,False,1028,Carlene Wallis,0,1595,1653,2,3429,Craig Atterbury,0,1638,1672,3,11,2,1999-01-16,False
4127,14,False,1028,Carlene Wallis,0,1595,1653,2,524,Susan Love,0,1486,1481,31,12,2,1999-01-16,False
4128,14,False,1028,Carlene Wallis,0,1595,1653,2,1814,Ray Smith,0,1620,1563,23,13,2,1999-01-16,False
4129,14,False,1028,Carlene Wallis,0,1595,1653,2,3987,Noah Kanter,0,1528,1560,12,15,2,1999-01-16,False
4130,14,False,1028,Carlene Wallis,0,1595,1653,2,3429,Craig Atterbury,0,1638,1672,3,17,2,1999-01-16,False
4131,14,False,1028,Carlene Wallis,0,1595,1653,2,1040,Maggie Morley,0,1377,1537,6,19,2,1999-01-16,False
4132,14,False,1029,Denver Steele,0,1745,1656,42,238,Stuart Goldman,0,1797,1806,28,3,1,1999-01-16,False
4133,14,False,1029,Denver Steele,0,1745,1656,42,19720,Richard Moyer,0,1803,1888,5,5,1,1999-01-16,False
4134,14,False,1029,Denver Steele,0,1745,1656,42,2792,Don Malcolm,0,1637,1686,23,8,1,1999-01-16,False
4135,14,False,1031,Alan Meyer,0,1493,1410,37,5723,Carla Strasburger,0,1449,1467,26,1,2,1999-01-16,False
4136,14,False,1031,Alan Meyer,0,1493,1410,37,712,Barbara Platt,0,1327,1331,40,3,2,1999-01-16,False
4137,14,False,1031,Alan Meyer,0,1493,1410,37,1269,Robert Whitcomb,0,1269,1263,42,13,2,1999-01-16,False
4138,14,False,1031,Alan Meyer,0,1493,1410,37,1603,Tim Wise,0,1224,1186,44,15,2,1999-01-16,False
4139,14,False,1031,Alan Meyer,0,1493,1410,37,1603,Tim Wise,0,1224,1186,44,17,2,1999-01-16,False
4140,14,False,1031,Alan Meyer,0,1493,1410,37,1269,Robert Whitcomb,0,1269,1263,42,18,2,1999-01-16,False
4141,14,False,1031,Alan Meyer,0,1493,1410,37,1041,Elizabeth Wood,0,1324,1307,41,19,2,1999-01-16,False
4142,14,False,1036,Betty Cornelison,0,1541,1578,9,2094,Richard Joseph,0,1403,1496,13,1,2,1999-01-16,False
4143,14,False,1036,Betty Cornelison,0,1541,1578,9,1814,Ray Smith,0,1620,1563,23,2,2,1999-01-16,False
4144,14,False,1036,Betty Cornelison,0,1541,1578,9,700,Al Demers,0,1353,1467,16,3,2,1999-01-16,False
4145,14,False,1036,Betty Cornelison,0,1541,1578,9,3532,Brian Wagner,0,1546,1483,36,7,2,1999-01-16,False
4146,14,False,1036,Betty Cornelison,0,1541,1578,9,904,Tim Anglin,0,1726,1665,11,9,2,1999-01-16,False
4147,14,False,1036,Betty Cornelison,0,1541,1578,9,1074,Julia Bogle,0,1291,1395,19,10,2,1999-01-16,False
4148,14,False,1036,Betty Cornelison,0,1541,1578,9,2346,Mitch Bayersdorfer,0,1554,1520,21,11,2,1999-01-16,False
4149,14,False,1036,Betty Cornelison,0,1541,1578,9,1063,Donna McDonough,0,1503,1429,38,13,2,1999-01-16,False
4150,14,False,1036,Betty Cornelison,0,1541,1578,9,5723,Carla Strasburger,0,1449,1467,26,14,2,1999-01-16,False
4151,14,False,1036,Betty Cornelison,0,1541,1578,9,17121,Dane Barnhard,0,1470,1487,20,15,2,1999-01-16,False
4152,14,False,1036,Betty Cornelison,0,1541,1578,9,3987,Noah Kanter,0,1528,1560,12,16,2,1999-01-16,False
4153,14,False,1036,Betty Cornelison,0,1541,1578,9,2179,Eileen Gruhn,0,1528,1579,8,18,2,1999-01-16,False
4154,14,False,1038,Irene Averell,0,1196,1232,43,4363,Gordon Alper,0,1455,1444,28,2,2,1999-01-16,False
4155,14,False,1038,Irene Averell,0,1196,1232,43,1031,Alan Meyer,0,1493,1410,37,6,2,1999-01-16,False
4156,14,False,1038,Irene Averell,0,1196,1232,43,1388,Ossie Mair,0,1376,1351,39,7,2,1999-01-16,False
4157,14,False,1038,Irene Averell,0,1196,1232,43,1269,Robert Whitcomb,0,1269,1263,42,9,2,1999-01-16,False
4158,14,False,1038,Irene Averell,0,1196,1232,43,1603,Tim Wise,0,1224,1186,44,10,2,1999-01-16,False
4159,14,False,1038,Irene Averell,0,1196,1232,43,3532,Brian Wagner,0,1546,1483,36,18,2,1999-01-16,False
4160,14,False,1040,Maggie Morley,0,1377,1537,6,1269,Robert Whitcomb,0,1269,1263,42,2,2,1999-01-16,False
4161,14,False,1040,Maggie Morley,0,1377,1537,6,1074,Julia Bogle,0,1291,1395,19,5,2,1999-01-16,False
4162,14,False,1040,Maggie Morley,0,1377,1537,6,2346,Mitch Bayersdorfer,0,1554,1520,21,8,2,1999-01-16,False
4163,14,False,1040,Maggie Morley,0,1377,1537,6,1031,Alan Meyer,0,1493,1410,37,9,2,1999-01-16,False
4164,14,False,1040,Maggie Morley,0,1377,1537,6,5723,Carla Strasburger,0,1449,1467,26,10,2,1999-01-16,False
4165,14,False,1040,Maggie Morley,0,1377,1537,6,1456,Shirley Ritz,0,1497,1446,32,11,2,1999-01-16,False
4166,14,False,1040,Maggie Morley,0,1377,1537,6,3532,Brian Wagner,0,1546,1483,36,12,2,1999-01-16,False
4167,14,False,1040,Maggie Morley,0,1377,1537,6,904,Tim Anglin,0,1726,1665,11,13,2,1999-01-16,False
4168,14,False,1040,Maggie Morley,0,1377,1537,6,5967,Herbert Levine,0,1491,1498,34,14,2,1999-01-16,False
4169,14,False,1040,Maggie Morley,0,1377,1537,6,1028,Carlene Wallis,0,1595,1653,2,16,2,1999-01-16,False
4170,14,False,1040,Maggie Morley,0,1377,1537,6,2319,Robert Smith,0,1504,1527,10,17,2,1999-01-16,False
4171,14,False,1040,Maggie Morley,0,1377,1537,6,737,Carlynn Mayer,0,1626,1631,4,18,2,1999-01-16,False
4172,14,False,1041,Elizabeth Wood,0,1324,1307,41,755,Polly Moyer,0,1559,1503,33,3,2,1999-01-16,False
4173,14,False,1041,Elizabeth Wood,0,1324,1307,41,1040,Maggie Morley,0,1377,1537,6,6,2,1999-01-16,False
4174,14,False,1041,Elizabeth Wood,0,1324,1307,41,367,Susie Page,0,1395,1431,24,7,2,1999-01-16,False
4175,14,False,1041,Elizabeth Wood,0,1324,1307,41,1031,Alan Meyer,0,1493,1410,37,12,2,1999-01-16,False
4176,14,False,1041,Elizabeth Wood,0,1324,1307,41,1269,Robert Whitcomb,0,1269,1263,42,14,2,1999-01-16,False
4177,14,False,1041,Elizabeth Wood,0,1324,1307,41,4366,Judith Shipman,0,1280,1326,35,17,2,1999-01-16,False
4178,14,False,1046,B A Toole,0,945,954,26,3506,Allan Simon,0,1360,1287,9,2,3,1999-01-16,False
4179,14,False,1046,B A Toole,0,945,954,26,4372,Letty Dolphin,0,654,645,28,4,3,1999-01-16,False
4180,14,False,1046,B A Toole,0,945,954,26,2886,David Filippi,0,1235,1319,1,5,3,1999-01-16,False
4181,14,False,1046,B A Toole,0,945,954,26,22050,Jane Fischer,0,1222,1156,21,11,3,1999-01-16,False
4182,14,False,1046,B A Toole,0,945,954,26,4372,Letty Dolphin,0,654,645,28,17,3,1999-01-16,False
4183,14,False,1046,B A Toole,0,945,954,26,4372,Letty Dolphin,0,654,645,28,18,3,1999-01-16,False
4184,14,False,1046,B A Toole,0,945,954,26,4372,Letty Dolphin,0,654,645,28,19,3,1999-01-16,False
4185,14,False,1049,Gregg Wood,0,1027,1074,16,2504,Kitty Yamauchi,0,969,1013,20,2,3,1999-01-16,False
4186,14,False,1049,Gregg Wood,0,1027,1074,16,2639,Marshall Finn,0,1256,1217,14,4,3,1999-01-16,False
4187,14,False,1049,Gregg Wood,0,1027,1074,16,3538,Alfredo B Calubiran,0,1140,1136,18,7,3,1999-01-16,False
4188,14,False,1049,Gregg Wood,0,1027,1074,16,4372,Letty Dolphin,0,654,645,28,9,3,1999-01-16,False
4189,14,False,1049,Gregg Wood,0,1027,1074,16,4376,Kimo Ahyun,0,1101,1089,15,11,3,1999-01-16,False
4190,14,False,1049,Gregg Wood,0,1027,1074,16,28,Cynthia Ho,0,1102,1073,25,12,3,1999-01-16,False
4191,14,False,1049,Gregg Wood,0,1027,1074,16,4367,George McCready,0,1238,1190,13,13,3,1999-01-16,False
4192,14,False,1049,Gregg Wood,0,1027,1074,16,2320,Pat Burnham,0,1319,1352,2,15,3,1999-01-16,False
4193,14,False,1049,Gregg Wood,0,1027,1074,16,2458,Bob Blyler,0,1217,1152,22,19,3,1999-01-16,False
4194,14,False,1056,Gail Wolford,0,1917,1905,14,1062,Eleanor Traeg,0,1712,1638,41,2,1,1999-01-16,False
4195,14,False,1056,Gail Wolford,0,1917,1905,14,1587,Roy Kamen,0,1779,1800,20,3,1,1999-01-16,False
4196,14,False,1056,Gail Wolford,0,1917,1905,14,2081,Chani Katz,0,1772,1690,40,4,1,1999-01-16,False
4197,14,False,1056,Gail Wolford,0,1917,1905,14,3017,Lewis Martinez,0,1880,1846,29,5,1,1999-01-16,False
4198,14,False,1056,Gail Wolford,0,1917,1905,14,727,Lester Schonbrun,0,1937,1941,6,6,1,1999-01-16,False
4199,14,False,1056,Gail Wolford,0,1917,1905,14,3039,Norma Fisher,0,1736,1744,31,7,1,1999-01-16,False
4200,14,False,1056,Gail Wolford,0,1917,1905,14,3085,Teri Tetreault,0,1533,1778,8,9,1,1999-01-16,False
4201,14,False,1056,Gail Wolford,0,1917,1905,14,578,Joe Edley,0,1975,1981,4,11,1,1999-01-16,False
4202,14,False,1056,Gail Wolford,0,1917,1905,14,238,Stuart Goldman,0,1797,1806,28,13,1,1999-01-16,False
4203,14,False,1056,Gail Wolford,0,1917,1905,14,344,Ira Cohen,0,1910,1891,16,15,1,1999-01-16,False
4204,14,False,1056,Gail Wolford,0,1917,1905,14,1446,Lou J B Miller,0,1840,1827,24,19,1,1999-01-16,False
4205,14,False,1059,Karen Merrill,0,1733,1710,34,2072,Rita Dady,0,1634,1683,32,4,1,1999-01-16,False
4206,14,False,1059,Karen Merrill,0,1733,1710,34,1029,Denver Steele,0,1745,1656,42,7,1,1999-01-16,False
4207,14,False,1059,Karen Merrill,0,1733,1710,34,1062,Eleanor Traeg,0,1712,1638,41,10,1,1999-01-16,False
4208,14,False,1059,Karen Merrill,0,1733,1710,34,689,Ellis Wyer,0,1676,1657,37,14,1,1999-01-16,False
4209,14,False,1059,Karen Merrill,0,1733,1710,34,2081,Chani Katz,0,1772,1690,40,15,1,1999-01-16,False
4210,14,False,1059,Karen Merrill,0,1733,1710,34,582,Rita Provost,0,1890,1794,39,17,1,1999-01-16,False
4211,14,False,1059,Karen Merrill,0,1733,1710,34,689,Ellis Wyer,0,1676,1657,37,19,1,1999-01-16,False
4212,14,False,1062,Eleanor Traeg,0,1712,1638,41,2081,Chani Katz,0,1772,1690,40,3,1,1999-01-16,False
4213,14,False,1062,Eleanor Traeg,0,1712,1638,41,5,Dennis Kaiser,0,1842,1852,11,8,1,1999-01-16,False
4214,14,False,1062,Eleanor Traeg,0,1712,1638,41,1029,Denver Steele,0,1745,1656,42,9,1,1999-01-16,False
4215,14,False,1062,Eleanor Traeg,0,1712,1638,41,675,Ruth Hamilton,0,1783,1721,35,12,1,1999-01-16,False
4216,14,False,1063,Donna McDonough,0,1503,1429,38,4093,Michael Stevens,0,1642,1648,5,4,2,1999-01-16,False
4217,14,False,1063,Donna McDonough,0,1503,1429,38,1031,Alan Meyer,0,1493,1410,37,5,2,1999-01-16,False
4218,14,False,1063,Donna McDonough,0,1503,1429,38,1040,Maggie Morley,0,1377,1537,6,7,2,1999-01-16,False
4219,14,False,1063,Donna McDonough,0,1503,1429,38,712,Barbara Platt,0,1327,1331,40,8,2,1999-01-16,False
4220,14,False,1063,Donna McDonough,0,1503,1429,38,1388,Ossie Mair,0,1376,1351,39,9,2,1999-01-16,False
4221,14,False,1063,Donna McDonough,0,1503,1429,38,699,Jesse Wornum,0,1431,1412,30,10,2,1999-01-16,False
4222,14,False,1063,Donna McDonough,0,1503,1429,38,1603,Tim Wise,0,1224,1186,44,16,2,1999-01-16,False
4223,14,False,1066,Gigi Miller,0,1491,1548,7,1456,Shirley Ritz,0,1497,1446,32,1,2,1999-01-16,False
4224,14,False,1066,Gigi Miller,0,1491,1548,7,755,Polly Moyer,0,1559,1503,33,6,2,1999-01-16,False
4225,14,False,1066,Gigi Miller,0,1491,1548,7,17121,Dane Barnhard,0,1470,1487,20,7,2,1999-01-16,False
4226,14,False,1066,Gigi Miller,0,1491,1548,7,1031,Alan Meyer,0,1493,1410,37,8,2,1999-01-16,False
4227,14,False,1066,Gigi Miller,0,1491,1548,7,1041,Elizabeth Wood,0,1324,1307,41,9,2,1999-01-16,False
4228,14,False,1066,Gigi Miller,0,1491,1548,7,2319,Robert Smith,0,1504,1527,10,10,2,1999-01-16,False
4229,14,False,1066,Gigi Miller,0,1491,1548,7,2094,Richard Joseph,0,1403,1496,13,12,2,1999-01-16,False
4230,14,False,1066,Gigi Miller,0,1491,1548,7,904,Tim Anglin,0,1726,1665,11,14,2,1999-01-16,False
4231,14,False,1066,Gigi Miller,0,1491,1548,7,5723,Carla Strasburger,0,1449,1467,26,15,2,1999-01-16,False
4232,14,False,1066,Gigi Miller,0,1491,1548,7,524,Susan Love,0,1486,1481,31,16,2,1999-01-16,False
4233,14,False,1066,Gigi Miller,0,1491,1548,7,17121,Dane Barnhard,0,1470,1487,20,18,2,1999-01-16,False
4234,14,False,1066,Gigi Miller,0,1491,1548,7,2094,Richard Joseph,0,1403,1496,13,19,2,1999-01-16,False
4235,14,False,1070,Jim Barker,0,987,952,21,5851,Sandy Yerkes,0,715,733,17,1,4,1999-01-16,False
4236,14,False,1070,Jim Barker,0,987,952,21,5940,Sunday Butler,0,859,807,18,3,4,1999-01-16,False
4237,14,False,1070,Jim Barker,0,987,952,21,7,Bennett Jacobstein,0,1050,963,15,6,4,1999-01-16,False
4238,14,False,1070,Jim Barker,0,987,952,21,19096,Grace Harris,0,904,920,13,9,4,1999-01-16,False
4239,14,False,1070,Jim Barker,0,987,952,21,1899,Sylvia Strong,0,972,891,20,10,4,1999-01-16,False
4240,14,False,1074,Julia Bogle,0,1291,1395,19,17121,Dane Barnhard,0,1470,1487,20,1,2,1999-01-16,False
4241,14,False,1074,Julia Bogle,0,1291,1395,19,1269,Robert Whitcomb,0,1269,1263,42,4,2,1999-01-16,False
4242,14,False,1074,Julia Bogle,0,1291,1395,19,1591,Jason Sommer,0,1715,1660,15,6,2,1999-01-16,False
4243,14,False,1074,Julia Bogle,0,1291,1395,19,5967,Herbert Levine,0,1491,1498,34,8,2,1999-01-16,False
4244,14,False,1074,Julia Bogle,0,1291,1395,19,747,Joan Mocine,0,1599,1557,22,12,2,1999-01-16,False
4245,14,False,1074,Julia Bogle,0,1291,1395,19,1041,Elizabeth Wood,0,1324,1307,41,13,2,1999-01-16,False
4246,14,False,1074,Julia Bogle,0,1291,1395,19,1038,Irene Averell,0,1196,1232,43,14,2,1999-01-16,False
4247,14,False,1074,Julia Bogle,0,1291,1395,19,1063,Donna McDonough,0,1503,1429,38,15,2,1999-01-16,False
4248,14,False,1074,Julia Bogle,0,1291,1395,19,1814,Ray Smith,0,1620,1563,23,17,2,1999-01-16,False
4249,14,False,1074,Julia Bogle,0,1291,1395,19,674,Laura Scheimberg,0,1531,1503,25,18,2,1999-01-16,False
4250,14,False,1078,Wilma Pitzer,0,1062,1081,3,3022,Arlene Lane,0,1018,1000,10,1,4,1999-01-16,False
4251,14,False,1078,Wilma Pitzer,0,1062,1081,3,5851,Sandy Yerkes,0,715,733,17,2,4,1999-01-16,False
4252,14,False,1078,Wilma Pitzer,0,1062,1081,3,1070,Jim Barker,0,987,952,21,5,4,1999-01-16,False
4253,14,False,1078,Wilma Pitzer,0,1062,1081,3,5971,Brent Atterbury,0,452,438,22,6,4,1999-01-16,False
4254,14,False,1078,Wilma Pitzer,0,1062,1081,3,5940,Sunday Butler,0,859,807,18,7,4,1999-01-16,False
4255,14,False,1078,Wilma Pitzer,0,1062,1081,3,5970,Donald Cox,0,921,1038,9,9,4,1999-01-16,False
4256,14,False,1078,Wilma Pitzer,0,1062,1081,3,3023,Ruth Barr,0,1039,1066,5,10,4,1999-01-16,False
4257,14,False,1078,Wilma Pitzer,0,1062,1081,3,763,Ron Barker,0,1063,1042,8,11,4,1999-01-16,False
4258,14,False,1078,Wilma Pitzer,0,1062,1081,3,1899,Sylvia Strong,0,972,891,20,12,4,1999-01-16,False
4259,14,False,1078,Wilma Pitzer,0,1062,1081,3,19096,Grace Harris,0,904,920,13,14,4,1999-01-16,False
4260,14,False,1078,Wilma Pitzer,0,1062,1081,3,4371,Betty Isbell,0,1034,1074,1,15,4,1999-01-16,False
4261,14,False,1078,Wilma Pitzer,0,1062,1081,3,4380,Maxine Sly,0,0,833,16,16,4,1999-01-16,False
4262,14,False,1078,Wilma Pitzer,0,1062,1081,3,5969,Bill Cox,0,994,1141,2,18,4,1999-01-16,False
4263,14,False,1269,Robert Whitcomb,0,1269,1263,42,71,Noel Livermore,0,1695,1582,29,1,2,1999-01-16,False
4264,14,False,1269,Robert Whitcomb,0,1269,1263,42,1603,Tim Wise,0,1224,1186,44,7,2,1999-01-16,False
